SKU;Nazov;Cena;Pocet_ks;URL
P378862;Bespeco SLJJMS150 - propojovací kabel - 1ks;160,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Bespeco-SLJJMS150-propojovaci-kabel-1ks
P378863;Hercules DG137 - univerzální držák - 1ks;650,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Hercules-DG137-univerzalni-drzak-1ks
P378864;MusicNomad MN813 Fret Leveler - Diamond U-File - 3 Pack (1.25”, 2”, 3”) - nástroj pro vyrovnání pražců na kytaře - 3ks;3292,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN813-Fret-Leveler-Diamond-U-File-3-Pack-1-25-2-3-nastroj-pro-vyrovnani-prazcu-na-kytare-3ks
P378865;MusicNomad MN850 Diamond Coated, Safe Zone Fret Crowning File (S-File) - nástroj na dotvarování a zakulacení pražců kytary - 1ks;3233,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN850-Diamond-Coated-Safe-Zone-Fret-Crowning-File-S-File-nastroj-na-dotvarovani-a-zakulaceni-prazcu-kytary-1ks
P378866;Ibanez Elastomer Picks Soft - 3 pcs - kytarové trsátka - 3ks;100,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Elastomer-Picks-Soft-3-pcs-kytarove-trsatka-3ks
P378867;Ibanez Elastomer Picks Hard - 3 pcs - kytarové trsátka - 3ks;100,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Elastomer-Picks-Hard-3-pcs-kytarove-trsatka-3ks
P378868;Ibanez Grip Wizard Series Sand Grip Flat Picks - Hard - 6 pcs - kytarové trsátka - 6ks;150,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Grip-Wizard-Series-Sand-Grip-Flat-Picks-Hard-6-pcs-kytarove-trsatka-6ks
P378869;Ibanez Grip Wizard Series Sand Grip Flat Picks - Medium - 6 pcs - kytarové trsátka - 6ks;150,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Grip-Wizard-Series-Sand-Grip-Flat-Picks-Medium-6-pcs-kytarove-trsatka-6ks
P378870;Ibanez Grip Wizard Series Sand Grip Flat Picks - Extra Heavy - 6 pcs - kytarové trsátka - 6ks;150,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Grip-Wizard-Series-Sand-Grip-Flat-Picks-Extra-Heavy-6-pcs-kytarove-trsatka-6ks
P378871;Ibanez Grip Wizard Series Sand Grip Flat Picks - Medium - 6 pcs - kytarové trsátka - 6ks;150,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Grip-Wizard-Series-Sand-Grip-Flat-Picks-Medium-6-pcs-kytarove-trsatka-6ks-9936325
P378872;Ibanez Grip Wizard Series Sand Grip Flat Picks - Heavy - 6 pcs - kytarové trsátka - 6ks;150,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Grip-Wizard-Series-Sand-Grip-Flat-Picks-Heavy-6-pcs-kytarove-trsatka-6ks
P378873;Ibanez Pick Grip Sticker - protiskluzová písková samolepka na trsátka -12ks;100,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Pick-Grip-Sticker-protiskluzova-piskova-samolepka-na-trsatka-12ks
P378874;Ibanez PHI01 Pick Holder - samolepící držák trátek - 2ks;180,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-PHI01-Pick-Holder-samolepici-drzak-tratek-2ks
P378875;Ibanez Steve Vai Signature Picks - 3pcs - kytarové trsátka - 3ks;120,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Steve-Vai-Signature-Picks-3pcs-kytarove-trsatka-3ks
P378876;Ibanez Paul Gilbert Signature Picks - Heavy - 6 pcs - kytarová trsátka - 6ks;170,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-Paul-Gilbert-Signature-Picks-Heavy-6-pcs-kytarova-trsatka-6ks
P378877;Ibanez John Scofield Signature Flat Picks - 6 pcs - kytarová trsátka - 6ks;170,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Ibanez-John-Scofield-Signature-Flat-Picks-6-pcs-kytarova-trsatka-6ks
P378878;Meinl Percussion Hand Percussion Egg Shaker - perkusní vajíčka - 1ks;60,0Kč;1;https://www.rockster.cz/Orchestr/Bici-a-Perkuse/Meinl-Percussion-Hand-Percussion-Egg-Shaker-perkusni-vajicka-1ks
P378879;Ibanez IGR10BK - Guitar Rest for Tables, Amps - kytarový držák - 1ks;240,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Ibanez-IGR10BK-Guitar-Rest-for-Tables-Amps-kytarovy-drzak-1ks
P378881;Ibanez PU3-RD - Chromatic / Automatic Clip Tuner - Red - klipová chromatická ladička - 1ks;330,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/Ibanez-PU3-RD-Chromatic-Automatic-Clip-Tuner-Red-klipova-chromaticka-ladicka-1ks
P378882;Ibanez PU3-BL - Chromatic / Automatic Clip Tuner - Blue - klipová chromatická ladička - 1ks;330,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/Ibanez-PU3-BL-Chromatic-Automatic-Clip-Tuner-Blue-klipova-chromaticka-ladicka-1ks
P378883;"Ibanez SI20- BG Series (Standard) Guitar Instrument Cable - Black / Green - 6.10 m - nástrojový "" opletený "" kabel - 1ks";420,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI20-BG-Series-Standard-Guitar-Instrument-Cable-Black-Green-6-10-m-nastrojovy-opleteny-kabel-1ks
P378884;Ibanez SI20L- Series (Standard) Guitar Instrument Cable - Black - 6.10 m - nástrojový  kabel - 1ks;390,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI20L-Series-Standard-Guitar-Instrument-Cable-Black-6-10-m-nastrojovy-kabel-1ks
P378885;Ibanez SI20- Series (Standard) Guitar Instrument Cable - Black - 6.10 m - nástrojový kabel - 1ks;360,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI20-Series-Standard-Guitar-Instrument-Cable-Black-6-10-m-nastrojovy-kabel-1ks
P378886;Ibanez SI10L- Series (Standard) Guitar Instrument Cable - Black - 3.05 m - nástrojový kabel - 1ks;320,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI10L-Series-Standard-Guitar-Instrument-Cable-Black-3-05-m-nastrojovy-kabel-1ks
P378887;Ibanez SI10- Series (Standard) Guitar Instrument Cable - Black - 3.05 m - nástrojový kabel - 1ks;300,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI10-Series-Standard-Guitar-Instrument-Cable-Black-3-05-m-nastrojovy-kabel-1ks
P378888;"Ibanez SI10 - BG Series (Standard) Guitar Instrument Cable - Black / Green - 3.05 m - nástrojový "" opletený "" kabel - 1ks";380,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI10-BG-Series-Standard-Guitar-Instrument-Cable-Black-Green-3-05-m-nastrojovy-opleteny-kabel-1ks
P378889;IBANEZ SI05P3 Series (Standard) Guitar Instrument Cable - 3pcs set Patch Cable - Black - 0,15 m / 0,5 ft - nástrojové propojky - 3ks;400,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/IBANEZ-SI05P3-Series-Standard-Guitar-Instrument-Cable-3pcs-set-Patch-Cable-Black-0-15-m-0-5-ft-nastrojove-propojky-3ks
P378890;Šiba BG30 A-line Bass - 30mm polstrování - profesionální měkký obal na baskytaru - 1ks;2350,0Kč;1;https://www.rockster.cz/Baskytary/Basove-prislusenstvi/Kufry-a-pouzdra/Siba-BG30-A-line-Bass-30mm-polstrovani-profesionalni-mekky-obal-na-baskytaru-1ks
P378891;Šiba AC30 A-line Classic - 30mm polstrování - profesionální měkký obal na klasickou kytaru - 1ks;2380,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kufry-a-pouzdra/Siba-AC30-A-line-Classic-30mm-polstrovani-profesionalni-mekky-obal-na-klasickou-kytaru-1ks
P378892;Šiba AJ30 A-line Acoustic - 30mm polstrování - profesionální měkký obal na akustickou kytaru - 1ks;2400,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kufry-a-pouzdra/Siba-AJ30-A-line-Acoustic-30mm-polstrovani-profesionalni-mekky-obal-na-akustickou-kytaru-1ks
P378893;Šiba EG30 A-line Electric - 30mm polstrování - profesionální měkký obal na elektrickou kytaru - 1ks;2280,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kufry-a-pouzdra/Siba-EG30-A-line-Electric-30mm-polstrovani-profesionalni-mekky-obal-na-elektrickou-kytaru-1ks
P378894;XOTIC Effects EP Booster 15th anniversary - Purple Limited - Preamp / Boost - kytarový efekt - 1ks;3380,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Effects-EP-Booster-15th-anniversary-Purple-Limited-Preamp-Boost-kytarovy-efekt-1ks
P378895;XOTIC Effects EP Booster 15th anniversary - Blue Limited - Preamp / Boost - kytarový efekt - 1ks;3380,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Effects-EP-Booster-15th-anniversary-Blue-Limited-Preamp-Boost-kytarovy-efekt-1ks
P378897;XOTIC Effects AH Booster - Allen Hinds Model  - kytarový efekt - 1ks;5300,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/XOTIC-Effects-AH-Booster-Allen-Hinds-Model-kytarovy-efekt-1ks
P378898;Ibanez Earplugs 1 pair + Case - špunty do uší - 1 pár;380,0Kč;1;https://www.rockster.cz/Zvuk/Ibanez-Earplugs-1-pair-Case-spunty-do-usi-1-par
P378901;Ibanez ESPR2003 E-Spring / Hard / - Teflon Coated - pružiny do tremola - 3ks;500,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/Ibanez-ESPR2003-E-Spring-Hard-Teflon-Coated-pruziny-do-tremola-3ks
P378902;Ibanez ESPR1003 E-Spring / Soft / - Teflon Coated - pružiny do tremola - 3ks;560,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/Ibanez-ESPR1003-E-Spring-Soft-Teflon-Coated-pruziny-do-tremola-3ks
P378903;"Elixir Nanoweb Bass Light / Medium - Nickel Plated Steel - .045 - .135 - "" potažené "" struny na basovou kytaru - 1ks";1480,0Kč;1;https://www.rockster.cz/Baskytary/Basove-struny/Elixir-Nanoweb-Bass-Light-Medium-Nickel-Plated-Steel-045-135-potazene-struny-na-basovou-kytaru-1ks
P378904;"Elixir Acoustic 80/20 Bronze Polyweb 10 / 47 - "" potažené "" struny na akustickou kytaru - 1ks";410,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/Elixir-Acoustic-80-20-Bronze-Polyweb-10-47-potazene-struny-na-akustickou-kytaru-1ks
P378905;"Elixir Acoustic 80/20 Bronze Polyweb 12 / 53 - "" potažené "" struny na akustickou kytaru - 1ks";450,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/Elixir-Acoustic-80-20-Bronze-Polyweb-12-53-potazene-struny-na-akustickou-kytaru-1ks
P378906;Elixir Nanoweb 80/20 Bronze Light 3-Pack / 11 - 52 / - struny na akustickou kytaru - 3ks;1008,8Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/Elixir-Nanoweb-80-20-Bronze-Light-3-Pack-11-52-struny-na-akustickou-kytaru-3ks
P378907;"Elixir Optiweb Light  3-Pack Set / 9 - 42 / - "" potažené "" struny na elektrickou kytaru - 3ks";814,8Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/Elixir-Optiweb-Light-3-Pack-Set-9-42-potazene-struny-na-elektrickou-kytaru-3ks
P378908;Elixir Nanoweb Phospor Bronze Light 3-Pack / 13 - 56 / - struny na akustickou kytaru - 3ks;1057,3Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/Elixir-Nanoweb-Phospor-Bronze-Light-3-Pack-13-56-struny-na-akustickou-kytaru-3ks
P378909;Music Man USA StingRay 5 HH Special - Kiwi Green - elektrická baskytara - 1ks;82800,0Kč;1;https://www.rockster.cz/Baskytary/Basove-kytary/Music-Man-USA-StingRay-5-HH-Special-Kiwi-Green-elektricka-baskytara-1ks
P378913;Music Man USA StingRay 5 H Special - Grape Crush - elektrická baskytara - 1ks;77800,0Kč;1;https://www.rockster.cz/Baskytary/Basove-kytary/Music-Man-USA-StingRay-5-H-Special-Grape-Crush-elektricka-baskytara-1ks
P378916;1007 Ernie Ball .007 Plain Steel Electric or Acoustic Guitar Strings - jednotlivá struna - 1ks;26,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Jednotlive-struny/1007-Ernie-Ball-007-Plain-Steel-Electric-or-Acoustic-Guitar-Strings-jednotliva-struna-1ks
P378917;4225 Ernie Ball Instrument Care 3-pack w/Microfiber Polish Cloth - set čístících prostředků - 3ks;548,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Cistici-prostredky/4225-Ernie-Ball-Instrument-Care-3-pack-w-Microfiber-Polish-Cloth-set-cisticich-prostredku-3ks
P378918;6434 Ernie Ball Flex Instrument Cable Straight/Straight 10ft - Black - 3m - nástrojový kabel - 1ks;445,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6434-Ernie-Ball-Flex-Instrument-Cable-Straight-Straight-10ft-Black-3m-nastrojovy-kabel-1ks
P378919;6435 Ernie Ball Flex Instrument Cable Straight/Straight 20ft - Black - nástrojový kabel - 6m  - 1ks;548,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6435-Ernie-Ball-Flex-Instrument-Cable-Straight-Straight-20ft-Black-nastrojovy-kabel-6m-1ks
P378920;6436 Ernie Ball Flex Instrument Cable Straight/Straight 10ft - Glow in Dark - nástrojový kabel - 3m - 1ks;445,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6436-Ernie-Ball-Flex-Instrument-Cable-Straight-Straight-10ft-Glow-in-Dark-nastrojovy-kabel-3m-1ks
P378921;6437 Ernie Ball Flex Instrument Cable Straight/Straight 20ft - Glow in Dark - nástrojový kabel - 6m - 1ks;548,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6437-Ernie-Ball-Flex-Instrument-Cable-Straight-Straight-20ft-Glow-in-Dark-nastrojovy-kabel-6m-1ks
P378922;MusicNomad MN860 Tracers Fret Finishing Kit - 6 pc.- set na úpravu pražců - 6ks;957,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN860-Tracers-Fret-Finishing-Kit-6-pc-set-na-upravu-prazcu-6ks
P378923;MusicNomad MN861 Replacement Tracers Pads - 4 pc. - náhradní sada na úpravu pražců - 4ks;649,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN861-Replacement-Tracers-Pads-4-pc-nahradni-sada-na-upravu-prazcu-4ks
P378925;"Ibanez SI20- CGR Series (Standard) Guitar Instrument Cable - Camouflage Green - 6.10 m - nástrojový "" opletený "" kabel - 1ks";420,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI20-CGR-Series-Standard-Guitar-Instrument-Cable-Camouflage-Green-6-10-m-nastrojovy-opleteny-kabel-1ks
P378926;"Ibanez SI20- CCT Series (Standard) Guitar Instrument Cable - Camouflage City - 6.10 m - nástrojový "" opletený "" kabel - 1ks";420,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI20-CCT-Series-Standard-Guitar-Instrument-Cable-Camouflage-City-6-10-m-nastrojovy-opleteny-kabel-1ks
P378927;IBANEZ SI Series SI04PR (Standard) Guitar Instrument Cable - Right Angle / Reversed Right Angle Patch Cable - Male - Male - Black - 0,12 m / 0,4 ft - propojovací kabel - 1ks;210,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/IBANEZ-SI-Series-SI04PR-Standard-Guitar-Instrument-Cable-Right-Angle-Reversed-Right-Angle-Patch-Cable-Male-Male-Black-0-12-m-0-4-ft-propojovaci-kabel-1ks
P378928;"Ibanez SI10- CCT Series (Standard) Guitar Instrument Cable - Camouflage City - 3m - nástrojový "" opletený "" kabel - 1ks";290,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI10-CCT-Series-Standard-Guitar-Instrument-Cable-Camouflage-City-3m-nastrojovy-opleteny-kabel-1ks
P378929;"Ibanez SI10- BW Series (Standard) Guitar Instrument Cable - Black / Wine - 3m - nástrojový "" opletený "" kabel - 1ks";290,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/Ibanez-SI10-BW-Series-Standard-Guitar-Instrument-Cable-Black-Wine-3m-nastrojovy-opleteny-kabel-1ks
P378930;IBANEZ AW 65ECE-LG - Artwood Acoustic Guitar 6 String - Natural Low Gloss - elektro - akustická kytara - 1ks;8390,0Kč;1;https://www.rockster.cz/Kytary/Akusticke-kytary/IBANEZ-AW-65ECE-LG-Artwood-Acoustic-Guitar-6-String-Natural-Low-Gloss-elektro-akusticka-kytara-1ks
P378933;IBANEZ AW84-WK Artwood 6-Str - Weatherd Black - akustická kytara - 1ks;6200,0Kč;1;https://www.rockster.cz/Kytary/Akusticke-kytary/IBANEZ-AW84-WK-Artwood-6-Str-Weatherd-Black-akusticka-kytara-1ks
P378935;Peterson - StroboStomp Mini - pedálová ladička - 1ks;3090,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/Peterson-StroboStomp-Mini-pedalova-ladicka-1ks
P378941;9626 Ernie Ball Power Peg Pro USB-C - motorizovaný navíječ strun - 1ks;1478,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/9626-Ernie-Ball-Power-Peg-Pro-USB-C-motorizovany-navijec-strun-1ks
P378942;9627 Ernie Ball ProTune USB-C Rechargeable Clip-on Tuner - klipová chromatická ladička -1ks;690,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Ladicky-a-metronomy/9627-Ernie-Ball-ProTune-USB-C-Rechargeable-Clip-on-Tuner-klipova-chromaticka-ladicka-1ks
P378954;MusicMan USA StingRay HH Special - Brulee - elektrická baskytara - 1ks;78300,0Kč;1;https://www.rockster.cz/Baskytary/Basove-kytary/MusicMan-USA-StingRay-HH-Special-Brulee-elektricka-baskytara-1ks
P378956;Music Man USA -  Dark Ray 5 H - Dark Rainbow - basová kytara - 1ks;82800,0Kč;1;https://www.rockster.cz/Baskytary/Basove-kytary/Music-Man-USA-Dark-Ray-5-H-Dark-Rainbow-basova-kytara-1ks
P378958;Xotic Japan XJ-1T - 6 strings - Natural - basová kytara - 1ks;75800,0Kč;1;https://www.rockster.cz/Baskytary/Basove-kytary/Xotic-Japan-XJ-1T-6-strings-Natural-basova-kytara-1ks
P378959;EWS Effects Japan - LAC - LA Chorus - kytarový efekt - 1ks;3900,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/EWS-Effects-Japan-LAC-LA-Chorus-kytarovy-efekt-1ks
P378962;Xotic Guitars USA California Classic® XSCPRO-2 - Fiesta Red - Light Aged - elektrická kytara - 1ks;88600,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Xotic-Guitars-USA-California-Classic-R-XSCPRO-2-Fiesta-Red-Light-Aged-elektricka-kytara-1ks
P378963;Xotic Guitars USA California Classic® XSCPRO-2 - 2-Tone Burst - Light Aged - elektrická kytara - 1ks;88600,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Xotic-Guitars-USA-California-Classic-R-XSCPRO-2-2-Tone-Burst-Light-Aged-elektricka-kytara-1ks
P378966;Universal Audio UAFX Knuckles '92 Rev F Dual Rec Amplifier - kytarový efekt  - 1ks;10680,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-efekty-a-napajeci-zdroje/Universal-Audio-UAFX-Knuckles-92-Rev-F-Dual-Rec-Amplifier-kytarovy-efekt-1ks
P378967;RØDE NT1 Signature Series Purple - kondenzátorový studiový mikrofon - 1ks;4650,0Kč;1;https://www.rockster.cz/Zvuk/Mikrofony/RODE-NT1-Signature-Series-Purple-kondenzatorovy-studiovy-mikrofon-1ks
P378969;Xotic Guitars USA California Classic® XSC-2 - Dakota Red Limited - Light Aged - elektrická kytara - 1ks;98800,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Xotic-Guitars-USA-California-Classic-R-XSC-2-Dakota-Red-Limited-Light-Aged-elektricka-kytara-1ks
P378970;MusicMan Battery Box - 18 Volt Dual - (New MM Logo) April/May 2018 forward;1035,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/MusicMan-Battery-Box-18-Volt-Dual-New-MM-Logo-April-May-2018-forward
P378971;M06007 MusicMan Potentiometer -- 25K Push/Push Volume with Flex Board (Luke 25th, Richardson, Maj/JP15 V2, L3 938/937/982/983, L4);690,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/M06007-MusicMan-Potentiometer-25K-Push-Push-Volume-with-Flex-Board-Luke-25th-Richardson-Maj-JP15-V2-L3-938-937-982-983-L4
P378972;MusicMan Potentiometer -- Majesty/JP15 V2/JR - 500K Push/Push Tone with Flex Board;690,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/MusicMan-Potentiometer-Majesty-JP15-V2-JR-500K-Push-Push-Tone-with-Flex-Board
P378973;MusicMan Schaller Locking Tuning Key E & B M6-IND (New Small Wheel post-01/20/20);863,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/MusicMan-Schaller-Locking-Tuning-Key-E-B-M6-IND-New-Small-Wheel-post-01-20-20
P378975;MusicMan Schaller Locking Tuning Key G-D-A-E M6-IND (New Small Wheel post-01/20/20);863,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/MusicMan-Schaller-Locking-Tuning-Key-G-D-A-E-M6-IND-New-Small-Wheel-post-01-20-20
P378976;M05170 MusicMan Parts - Original Clover Bass Tuning Keys pro B, E, A nebo D Strings - 1ks;1090,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/M05170-MusicMan-Parts-Original-Clover-Bass-Tuning-Keys-pro-B-E-A-nebo-D-Strings-1ks
P378977;MusicMan Tuning Key M6-IND - Chrome w/ Pearl Button E-A-D-G (New Small Wheel post 2/10/20);1035,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Nahradni-dily-a-potenciometry/MusicMan-Tuning-Key-M6-IND-Chrome-w-Pearl-Button-E-A-D-G-New-Small-Wheel-post-2-10-20
P378979;"D’Addario XTC46 - Composite/Nylon Coated Classical Guitar Strings - Hard Tension - "" potažené "" struny na klasickou kytaru - 1ks";450,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Klasicke/D-Addario-XTC46-Composite-Nylon-Coated-Classical-Guitar-Strings-Hard-Tension-potazene-struny-na-klasickou-kytaru-1ks
P378980;"D’Addario XTC45 - Composite/Nylon Coated Classical Guitar Strings - Normal Tension - "" potažené "" struny na klasickou kytaru - 1ks";450,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Klasicke/D-Addario-XTC45-Composite-Nylon-Coated-Classical-Guitar-Strings-Normal-Tension-potazene-struny-na-klasickou-kytaru-1ks
P378981;"D’Addario XTC46FF - Dynacore/Carbon Coated Classical Guitar Strings - Hard Tension - "" potažené "" struny na klasickou kytaru - 1ks";480,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Klasicke/D-Addario-XTC46FF-Dynacore-Carbon-Coated-Classical-Guitar-Strings-Hard-Tension-potazene-struny-na-klasickou-kytaru-1ks
P378982;"D’Addario XTC45FF - Dynacore/Carbon Coated Classical Guitar Strings - Normal Tension - "" potažené "" struny na klasickou kytaru - 1ks";480,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Klasicke/D-Addario-XTC45FF-Dynacore-Carbon-Coated-Classical-Guitar-Strings-Normal-Tension-potazene-struny-na-klasickou-kytaru-1ks
P378983;"D’Addario XTC44 - Composite/Nylon Coated Classical Guitar Strings - Extra Hard Tension - "" potažené "" struny na klasickou kytaru - 1ks";450,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Klasicke/D-Addario-XTC44-Composite-Nylon-Coated-Classical-Guitar-Strings-Extra-Hard-Tension-potazene-struny-na-klasickou-kytaru-1ks
P378984;D’Addario NYXL0946 - 3-Pack - .009 - .046  - struny na elektrickou kytaru - 3ks;1090,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/D-Addario-NYXL0946-3-Pack-009-046-struny-na-elektrickou-kytaru-3ks
P378985;D’Addario NYXL1052 - 3-Pack - .010 - .052  - struny na elektrickou kytaru - 3ks;1120,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/D-Addario-NYXL1052-3-Pack-010-052-struny-na-elektrickou-kytaru-3ks
P378986;"D´Addario XTE1059 Regular Light 7-String - Nickel Coated Electric Guitar Strings - .010 - .059  - "" potažené ""  struny na sedmistrunnou elektrickou kytaru - 1ks";400,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/D-Addario-XTE1059-Regular-Light-7-String-Nickel-Coated-Electric-Guitar-Strings-010-059-potazene-struny-na-sedmistrunnou-elektrickou-kytaru-1ks
P378987;"D´Addario XTABR1253 - 80/20 Bronze Coated Acoustic Guitar Strings - .012 - .053 - "" potažené "" struny na akustickou kytaru - 1ks";450,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/D-Addario-XTABR1253-80-20-Bronze-Coated-Acoustic-Guitar-Strings-012-053-potazene-struny-na-akustickou-kytaru-1ks
P378988;"D´Addario XTABR1152 - 80/20 Bronze Coated Acoustic Guitar Strings - .011 - .052 - "" potažené "" struny na akustickou kytaru - 1ks";450,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/D-Addario-XTABR1152-80-20-Bronze-Coated-Acoustic-Guitar-Strings-011-052-potazene-struny-na-akustickou-kytaru-1ks
